word,translation,freq,category,example,diff
hormonal,激素的,5,physiology,"Diabetic autonomic neuropathy, long-duration T1DM, and recent antecedent hypogly",medium
hormone,激素,3,physiology,"Before effective ART, treatment options included anabolic steroids, growth hormo",hard
hormones,激素,3,physiology,of randomized controlled trials. Hormones (Athens).,hard
hospital-based,hospital基础的,2,physiology,A comparison between an outpatient hospital-based pulmonary rehabilitation progr,hard
hrmax,最大心率,74,physiology,"Because of the individual variation in HRmax, the upper limit of 85% of an estim",easy
hrpeak,峰值心率,6,cardiovascular,In the absence of data supporting that an individual reached their physiologic m,medium
hrr,心率储备,70,physiology,"HR, heart rate; HRR, heart rate reserve; METs, metabolic equivalents; RPE, ratin",easy
hrrest,静息心率,8,physiology,HRR method: target HR (THR) = [(HRmax/peaka − HRrest) × % intensity desired],medium
hydrodensitometry,水下密度法,7,assessment,Body fat percentage determined from skinfold thickness measurements correlates w,hard
hydrostatic weighing,水下称重法,1,metabolism,(FFM = body mass − fat mass [FM]). Although hydrostatic weighing is a standard,hard
hydroxymethylglutaryl-coenzyme,羟甲基戊二酰辅酶,2,musculoskeletal,"Statin drugs, also known as hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase",hard
hyperactivity-disorder,多动障碍,1,cardiovascular,ATTENTION-DEFICIT/HYPERACTIVITY DISORDER Attention-deficit/hyperactivity disorde,hard
hypercalcemia,hypercalcemia血症,1,cardiovascular,"hypercalcemia, or",hard
hypercholesterolemia,高胆固醇血症,4,cardiovascular,"AACE, American Association of Clinical Endocrinologists and American College of ",hard
hypercholesterolemias,高胆固醇血症,1,cardiovascular,"Familial hypercholesterolemias: prevalence, genetics, diagnosis and screening re",hard
hyperglycemia,高血糖,14,cardiovascular,DIABETES MELLITUS Diabetes mellitus (DM) is a group of metabolic diseases charac,hard
hyperhomocysteinemia,hyperhomocysteinemia血症,1,cardiovascular,"Major risk factors for PAD include diabetes, hypertension, smoking, dyslipidemia",hard
hyperinsulinemia,hyperinsulinemia血症,1,cardiovascular,"Overweight and obese individuals are at risk for other comorbidities (e.g., dysl",hard
hyperinsulinemic,hyperinsulinem的,1,cardiovascular,hyperinsulinemic and euglycemic conditions. Note this value has been updated to ,hard
hyperkalemia,hyperkalemia血症,1,cardiovascular,"hyperkalemia, or hypovolemia (until adequately treated)",hard
hyperlipidemia,hyperlipidemia血症,4,cardiovascular,She reports no current symptoms of cardiovascular (CV) or metabolic disease and ,hard
hypermagnesemia,hypermagnesemia血症,1,cardiovascular,hypermagnesemia,hard
hypersensitivity,超敏反应,2,cardiovascular,TABLE 11.2 • Exercise Training Recommendations for Individuals with Autism Spect,hard
hyperthermia,高热,7,cardiovascular,"However, when the amount of metabolic heat exceeds heat loss, hyperthermia (i.e.",medium
hyperthermia-induced,hyperthermia引起的,1,cardiovascular,Performance in the heat-physiological factors or importance for hyperthermia-ind,hard
hyperthyroidism,甲状腺功能亢进,2,cardiovascular,eThe ACOG guideline specifies poorly controlled hyperthyroidism as a relative co,hard
hypertriglyceridemia,hypertriglyceridemia血症,2,cardiovascular,aSevere hypertriglyceridemia is another term used for very high triglycerides in,hard
hypertrophic cardiomyopathy,肥厚型心肌病,1,cardiovascular,Hypertrophic cardiomyopathy: risk stratification and exercise gradient assessmen,hard
hypertrophy,肥大,119,cardiovascular,"Resistance Training Prescription for Muscle Function, Hypertrophy, and Physical ",easy
hypoadrenalism,肾上腺功能减退,1,physiology,Hypoadrenalism,hard
hypoglycaemia,hypoglycaemia血症,2,cardiovascular,Risk of exercise-induced hypoglycaemia in patients with type 2 diabetes on inten,hard
hypoglycemia,低血糖,28,cardiovascular,"The environment, individual characteristics, and clothing all impact the develop",easy
hypohydration,低水合,2,metabolism,Gastric emptying during exercise: effects of heat stress and hypohydration.,hard
hypokalemia,hypokalemia血症,4,cardiovascular,"Individuals on diuretic therapy are at an elevated risk of volume depletion, hyp",hard
hyponatremia,hyponatremia血症,6,cardiovascular,"Overhydration with hypotonic fluids (e.g., water), while rare, can pose a risk f",medium
hypothermia,低体温,8,physiology,Medical Considerations: Cold Injuries Hypothermia develops when heat loss exceed,medium
hypothyroidism,甲状腺功能减退,2,physiology,LDL-C levels are often increased in individuals with hypothyroidism and the neph,hard
hypovolemia,hypovolemia血症,1,cardiovascular,"hyperkalemia, or hypovolemia (until adequately treated)",hard
hypoxemia,低氧血症,7,cardiovascular,An absolute decrease in SpO2 ≥5% during exercise is considered an abnormal respo,medium
idiopathic pulmonary fibrosis,特发性肺纤维化,5,physiology,"These disorders include IPF, asbestosis, sarcoidosis, and drug-induced pneumonit",hard
ihd,缺血性心脏病,51,physiology,Clinical Exercise Testing and Interpretation CHAPTER 4 INTRODUCTION Clinical exe,easy
ild,间质性肺病,6,physiology,Interstitial Lung Disease Interstitial lung disease (ILD) encompasses a group of,medium
immune,免疫的,6,physiology,Infection risk is higher for patients that are currently undergoing chemotherapy,medium
impacting,影响,1,musculoskeletal,"In addition, the biomechanics for a given resistance exercise may differ signifi",hard
impairment,功能障碍,46,rehabilitation,Individuals with significant cognitive impairment can engage in PA but may requi,easy
impairment-driven,impairment驱动的,1,rehabilitation,Impairment-driven cancer rehabilitation: an essential component of quality care ,hard
in-season,赛季,1,prescription,Effects of variations in resistance training frequency on strength development i,hard
incentive-based,incentive基础的,1,physiology,"Evaluating the Carrot Rewards App, a population-level incentive-based interventi",hard
inclinometer,倾角仪,3,cardiovascular,Basic instructions for using a goniometer and inclinometer are provided in Box 3,hard
inclinometers,倾角仪,2,cardiovascular,"Common devices for direct ROM measurement include goniometers, electrogoniometer",hard
inclusive fitness,包容性体适能,1,rehabilitation,ACSM/NCHPAD Certified Inclusive Fitness TrainerSM,hard
index-adiposity,index-adipos性质,1,fitness,Why are there race/ethnic differences in adult body mass index-adiposity relatio,hard
indicating,表明,6,physiology,Research on the topic of RT has expanded significantly since the publication of ,medium
indications,适应证,33,physiology,indications and dosage and for added warnings and precautions. This is,easy
indicator,指标,14,physiology,The pattern of body fat distribution is recognized as an important indicator of ,medium
indicators,指标,11,physiology,The deleterious relationships between sedentary behavior and various health indi,medium
indirect calorimetry,间接测热法,3,musculoskeletal,Open circuit spirometry is used to measure V∙ O2max during a graded incremental ,hard
individual-associated,individual相关的,1,assessment,The following recommendations for ECG monitoring are related to individual-assoc,hard
individual-centered,以个体为中心的,2,physiology,"Lastly, CR programs provide individual-centered disease management education aim",hard
individual-specific,individual特异性的,1,cardiovascular,"In response to these limitations, modifications of the Bruce protocol and other ",hard
individual-years,人年,2,physiology,Studies weighted by individual-years of experience.,hard
industry-standard,行业标准,1,physiology,CR programs also may incorporate the core clinical and operational components of,hard
informed consent,知情同意,17,prescription,INFORMED CONSENT The informed consent process is the first step when working wit,hard
insomnia,insomnia失眠,1,physiology,"insomnia, fatigue, lack of energy, restless",hard
insulin,胰岛素,67,metabolism,Short-duration clinical experiments have demonstrated that prolonged sitting eli,easy
insulin-like,胰岛素样,2,metabolism,"Effects of resis- tance training on muscle strength, insulin-like growth factor-",hard
insulin-resistant,insulin-resist的,1,metabolism,"T2DM is driven by insulin-resistant skeletal muscle, adipose tissue, and liver c",hard
insulin-stimulated,胰岛素刺激的,1,metabolism,Exercise- and insulin-stimulated muscle glucose transport: distinct mechanisms o,hard
insulins,胰岛素,1,metabolism,"Longer acting basal insulins (e.g., glargine, detemir, and neutral protamine Hag",hard
insurers,保险公司,1,physiology,This deserves special attention given the increasing propensity of health insure,hard
intellectual disability,智力障碍,38,cardiovascular,"During exercise, carrying medical ID identifying diabetes, a cell phone, and glu",easy
intended,预期的,10,physiology,"Any bout of MVPA, regardless of duration, can be included when quantifying daily",medium
inter-patient,间patient,1,physiology,Intra- and inter-patient symptom variability in fibromyalgia: results of a 90-da,hard
inter-society,间society,1,assessment,Society for Vascular Nursing; TransAtlantic Inter-Society Consensus;,hard
interference effect,干扰效应,1,fitness,The role of intra-session exercise sequence in the interference effect: a system,hard
interferon,干扰素,1,physiology,Special Considerations  Commonly used disease-modifying medications such as inte,hard
intermittent claudication,间歇性跛行,8,cardiovascular,Exercise & Sports Science Australia (ESSA) position statement on exercise prescr,hard
interpersonal,interperson的,1,cardiovascular,"Interpersonal factors/social environment  Family, spouse, or partner  Peers  Cow",hard
interprotocol,方案间,1,rehabilitation,"In addition, interindividual and interprotocol variability may limit the validit",hard
interstitial lung disease,间质性肺疾病,12,physiology,Interstitial Lung Disease Interstitial lung disease (ILD) encompasses a group of,hard
interval-based,interval基础的,1,physiology,"However, the primary factors of interval-based Ex Rx primarily concern the inten",hard
interval-load,间歇负荷,1,assessment,Effects of interval-load versus constant-load training on the BODE index in COPD,hard
intra-abdominal,内abdominal,1,cardiovascular,Avoid contact sports and exercises that cause excessive intra-abdominal pressure,hard
